job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills
Data Engineer,Data Engineer (Allegro Pay),"Warsaw, Poland",via Ai-Jobs.net,Full-time,0,Poland,2/15/2023,1,0,Poland,year,98283,,Allegro,"['python', 'sql', 'java', 'azure', 'snowflake', 'bigquery', 'spark']"
Data Scientist,Data Scientist,"John C. Stennis Space Center, MS",via Indeed,Full-time,0,"Texas, United States",2/24/2023,0,1,United States,year,115000,,Peraton,
Software Engineer,Business Intelligence Developer (Zurich - Hybrid Work Model 80-100%),"Zürich, Switzerland",via Ai-Jobs.net,Full-time,0,Switzerland,2/14/2023,0,0,Switzerland,year,89100,,SMG Swiss Marketplace Group,"['sql', 'snowflake', 'bigquery', 'azure', 'redshift', 'windows', 'looker', 'tableau', 'power bi', 'git', 'svn', 'github', 'bitbucket']"
Senior Data Scientist,Senior Principal Data Scientist-9399,"Roy, UT",via My ArkLaMiss Jobs,Full-time,0,"California, United States",2/9/2023,0,1,United States,year,102000,,Northrop Grumman,"['sql', 'sql server', 'postgresql', 'oracle', 'hadoop', 'ssis', 'alteryx', 'tableau']"
Data Analyst,Data Analyst,"Maryland Line, MD",via Dice,Full-time,0,"New York, United States",2/27/2023,1,0,United States,year,70000,,"Acadia Technologies, Inc.",['sql']
Senior Data Scientist,Senior Data Scientist - Product Analytics - Core Product,"San Jose, CA",via LinkedIn,Full-time,0,"California, United States",2/3/2023,0,1,United States,year,196800,,TikTok,"['sql', 'python']"
Data Analyst,Data Analyst (Commercial Excellence),"Poznań, Poland",via Ai-Jobs.net,Full-time,0,Poland,2/17/2023,1,0,Poland,year,111175,,Allegro,"['sql', 'gcp', 'airflow', 'tableau']"
Senior Data Analyst,Senior Data Analyst,"Redwood City, CA",via ZipRecruiter,Full-time,0,"California, United States",2/18/2023,0,1,United States,year,145000,,Nimble,"['sql', 'r', 'python', 'excel']"
Data Engineer,Data Processing Support,"Sumter, SC",via ZipRecruiter,Contractor,0,Georgia,2/9/2023,0,0,United States,hour,,14.5,"Oxford Solutions, Inc.","['excel', 'outlook']"
Data Analyst,Quality Control - Data Analyst II,"Mattawan, MI",via Jobs Market,Full-time,0,"Illinois, United States",2/3/2023,0,0,United States,hour,,23,Charles River Laboratories,
Data Scientist,Data Scientist,"Chesapeake, VA",via Ladders,Full-time,0,"New York, United States",2/21/2023,0,1,United States,year,90000,,Guidehouse,"['sql', 'r', 'python', 'excel', 'tableau']"
Data Analyst,Data Analyst (Hybrid),"New York, NY",via Dice,Contractor,0,"New York, United States",2/15/2023,0,0,United States,hour,,58.5,Samiti Technology Inc.,"['assembly', 'tableau']"
Software Engineer,"Staff Software Engineer, AI/NLP","Palo Alto, CA",via Ai-Jobs.net,Full-time,0,"California, United States",2/27/2023,0,0,United States,year,99150,,TripActions,"['tensorflow', 'pytorch']"
Data Scientist,"Senior Analytics Engineer (Stockholm, Sweden)","Stockholm, Sweden",via Ai-Jobs.net,Full-time,0,Sweden,2/17/2023,1,0,Sweden,year,81000,,Datatonic,"['sql', 'snowflake', 'bigquery', 'airflow', 'linux', 'looker', 'git']"
Software Engineer,Embedded C++ Engineer for Computer Vision (Robotics),"Warsaw, Poland",via Ai-Jobs.net,Full-time,0,Poland,2/9/2023,0,0,Poland,year,89100,,Bosch Group,['pytorch']
Senior Data Engineer,Senior Data Engineer,United States,via LinkedIn,Full-time,0,"New York, United States",2/8/2023,0,1,United States,year,120000,,CyberCoders,"['sql', 'python', 'aws', 'word']"
Data Scientist,Computational and Data Science Research Specialist 3,Anywhere,via Indeed,Full-time,1,"California, United States",2/25/2023,0,1,United States,year,107800,,"University of California, Davis","['sas', 'sas']"
Data Scientist,Data Scientist,"Chantilly, VA",via Ladders,Full-time,0,"New York, United States",2/21/2023,0,0,United States,year,125000,,SAIC,"['python', 'nosql', 'aws', 'oracle', 'hadoop', 'sharepoint', 'tableau', 'github']"
Senior Data Scientist,Senior Data Scientist,"Woodbridge Township, NJ",via Ladders,Full-time,0,"New York, United States",2/15/2023,0,0,United States,year,90000,,Plymouth Rock Assurance Corporation,"['sas', 'sas', 'sql', 'r']"
Data Analyst,Sourcing Data Analyst,"Marietta, GA",via LinkedIn,Full-time,0,Georgia,2/23/2023,0,0,United States,year,72500,,LHH,
Data Scientist,Data Scientist,"Boston, MA",via LinkedIn,Full-time,0,"New York, United States",2/8/2023,0,0,United States,year,166000,,Vectra AI,"['python', 'sql', 'nosql', 'c++', 'go', 'aws', 'azure', 'gcp', 'pandas', 'numpy', 'spark', 'linux', 'git']"
Data Engineer,Junior eCommerce Data Engineer,"Warsaw, Poland",via Ai-Jobs.net,Full-time,0,Poland,2/23/2023,0,0,Poland,year,98283,,Publicis Groupe,"['sql', 'r', 'python', 'azure', 'gcp', 'aws', 'pandas', 'power bi', 'looker']"
Data Engineer,"Director, Area Lead Engineer Data Engineering","Stockholm, Sweden",via Ai-Jobs.net,Full-time,0,Sweden,2/21/2023,1,0,Sweden,year,249000,,H&M Group,"['python', 'bash', 'azure', 'spark']"
Data Engineer,"Analyst, Data Engineer","Johannesburg, South Africa",via Ai-Jobs.net,Full-time,0,South Africa,2/17/2023,1,0,South Africa,year,147500,,Standard Bank Group,"['sql', 'spark']"
Data Scientist,Data Scientist,"Greenville, SC",via LinkedIn,Contractor,0,"New York, United States",2/27/2023,0,0,United States,hour,,59,Infojini Inc,"['sql', 'python', 'aws', 'pandas', 'numpy']"
Data Scientist,Data Science Manager - TikTok Ads,"Mountain View, CA",via LinkedIn,Full-time,0,"California, United States",2/1/2023,0,1,United States,year,234000,,TikTok,"['r', 'python', 'matlab', 'sql', 'spark']"
Data Analyst,SIU Data Analyst (Hybrid Work Options),"Columbia, MO",via Indeed,Full-time,0,"Illinois, United States",2/3/2023,1,1,United States,year,61353,,Shelter Insurance,"['sas', 'sas', 'sql', 'excel', 'ms access']"
Data Engineer,"Principal Data Engineer (Austin, TX or Remote)",Anywhere,via Built In Austin,Full-time,1,Georgia,2/16/2023,1,1,United States,year,197000,,Gopuff,"['python', 'sql', 'azure', 'aws', 'airflow', 'spark', 'kafka', 'terraform']"
Software Engineer,Principal Software Engineer,"Long Pocket QLD, Australia",via Big Bend Holiday Hotel,Full-time,0,Australia,2/27/2023,1,0,Australia,hour,,20,The University of Queensland,"['python', 'javascript', 'nosql', 'openstack', 'spark', 'kafka', 'airflow', 'kubernetes', 'docker']"
Data Analyst,Data and Business Process Analyst,"Folsom, CA",via Indeed,Full-time,0,"California, United States",2/22/2023,0,1,United States,year,57500,,PowerSchool Group LLC,['excel']
Data Scientist,Principal Data Scientist,"Chelmsford, MA",via Ladders,Full-time,0,"New York, United States",2/7/2023,0,1,United States,year,175000,,ZOLL Medical Corporation,"['python', 'matlab']"
Machine Learning Engineer,Staff Machine Learning Engineer,"Mountain View, CA",via Ai-Jobs.net,Full-time,0,"California, United States",2/2/2023,0,1,United States,year,218700,,Coupang,"['c', 'aws']"
Data Scientist,Geospatial Data Scientist Associate,"Austin, TX",via Indeed,Full-time,0,"Texas, United States",2/21/2023,0,1,United States,year,99000,,University of Texas at Austin,"['python', 'c', 'scikit-learn', 'linux', 'windows']"
Data Analyst,Data Analyst,"Piscataway, NJ",via LinkedIn,Contractor,0,"New York, United States",2/14/2023,0,0,United States,hour,,28.5,Insight Global,['excel']
Data Scientist,CMPTL AND DATA SCI RSCH SPEC 4 (Data Scientist),"Davis, CA",via Indeed,Full-time,0,"California, United States",2/3/2023,0,0,United States,year,151650,,"University of California, Davis","['julia', 'c++', 'r', 'python', 'git', 'github']"
Data Engineer,"Data Engineer, Investment Finance","Toronto, ON, Canada",via Ladders,Full-time,0,Canada,2/27/2023,0,0,Canada,year,90000,,OMERS Administration Corporation,"['azure', 'snowflake', 'alteryx']"
Data Analyst,Big Data Analyst,"Miami, FL",via IT JobServe,Full-time,0,"Florida, United States",2/14/2023,0,1,United States,year,143800,,Elevance Health,['sql']
Data Scientist,"Data Scientist (Raleigh, NC or Remote)",Anywhere,via Built In,Full-time,1,"New York, United States",2/25/2023,0,1,United States,year,99955,,DreamBox Learning,"['r', 'sql', 'python', 'scikit-learn', 'tableau']"
Software Engineer,Oracle Functional Analyst,Anywhere,via LinkedIn,Contractor,1,"Florida, United States",2/10/2023,0,0,United States,hour,,52.5,ETalentNetwork,['oracle']
Data Analyst,Data Analyst,"Waukesha, WI",via Dice,Full-time,0,"Illinois, United States",2/15/2023,1,0,United States,year,67500,,"eSolutionsFirst, LLC","['sql', 'azure']"
Data Engineer,Data Engineer,"New York, NY",via Ladders,Full-time,0,"Illinois, United States",2/20/2023,0,1,United States,year,150000,,Imprint,"['sql', 'python', 'snowflake', 'airflow', 'pyspark', 'github']"
Senior Data Engineer,Senior Data Engineer,Anywhere,via LinkedIn,Contractor,1,"California, United States",2/21/2023,0,0,United States,hour,,60,Insight Global,"['python', 'sql', 'sql server', 'databricks', 'azure', 'hadoop', 'tableau', 'power bi', 'ansible']"
Senior Data Analyst,"Senior Data Analyst, DIG","Miami, FL",via Ai-Jobs.net,Full-time,0,"Florida, United States",2/6/2023,0,0,United States,year,111175,,Schonfeld,
Data Analyst,Research and Data Analyst,"Spartanburg, SC",via Indeed,Full-time,0,Georgia,2/1/2023,0,1,United States,year,51586,,University of South Carolina,"['sas', 'sas', 'sql', 'cognos', 'spss', 'tableau']"
Data Scientist,"Data Scientist, Product Analytics - Core Services (San Francisco, CA)","San Francisco, CA",via Built In San Francisco,Full-time,0,"California, United States",2/2/2023,0,1,United States,year,148000,,Uber,"['sql', 'python', 'r', 'swift']"
Senior Data Scientist,Data Scientist or Sr. Data Scientist,"Minneapolis, MN",via Ladders,Full-time,0,"Illinois, United States",2/18/2023,0,1,United States,year,115000,,Xcel Energy,"['sql', 'python', 'express']"
Data Analyst,Data Project Analyst - 2393,"San Bernardino, CA",via LinkedIn,Contractor,0,"California, United States",2/23/2023,1,0,United States,hour,,23.72999954,LeadStack Inc.,['spreadsheet']
Data Scientist,"Minor Safety Data Scientist, Network Analysis and Targeted...","Los Angeles, CA",via LinkedIn,Full-time,0,"California, United States",2/1/2023,0,1,United States,year,158857.5,,TikTok,"['python', 'sql', 'r', 'matlab', 'jupyter', 'spark', 'express', 'excel', 'terminal']"
Machine Learning Engineer,Masterthesis - Deep Learning for Image Processing in the...,"Renningen, Germany",via Ai-Jobs.net,Full-time,0,Germany,2/14/2023,0,0,Germany,year,56700,,Bosch Group,"['python', 'spark', 'tensorflow', 'pytorch']"
Senior Data Analyst,Sr Data Analyst/Data Mapper,"Charlotte, NC",via ZipRecruiter,Full-time,0,Georgia,2/24/2023,0,0,United States,hour,,80.35499573,TIAA,"['sql', 'oracle', 'snowflake']"
Data Analyst,Middle Data Analyst (Sendios),"Kyiv, Ukraine",via Ai-Jobs.net,Full-time,0,Ukraine,2/23/2023,1,0,Ukraine,year,111175,,Genesis,['tableau']
Data Analyst,Senior People Data Analyst,"Mountain View, CA",via ZipRecruiter,Full-time,0,"California, United States",2/3/2023,1,1,United States,year,156500,,Nuro,"['sql', 'sheets']"
Data Scientist,"Data Scientist, (Tiktok Monetization Product-Data Science and...","Mountain View, CA",via LinkedIn,Full-time,0,"California, United States",2/14/2023,0,1,United States,year,175500,,TikTok,"['sql', 'php', 'python', 'perl']"
Data Engineer,AWS Data Engineer (10+ years of exp needed),"Malvern, PA",via Dice,Contractor,0,Sudan,2/28/2023,1,0,Sudan,hour,,65,New York Technology Partners,"['aws', 'pyspark', 'bitbucket']"
Data Analyst,Entry Level Financial Data Analyst,"Newark, DE",via LinkedIn,Contractor,0,"New York, United States",2/16/2023,1,0,United States,hour,,32,ATR International,
Senior Data Analyst,Senior Data Analyst,"Brentwood, MO",via Indeed,Full-time,0,"Illinois, United States",2/7/2023,0,0,United States,year,129480,,U.S. Bank National Association,"['sql', 'sas', 'sas', 'r', 'python', 'hadoop', 'excel', 'alteryx', 'tableau', 'power bi', 'powerpoint']"
Senior Data Engineer,Senior Data Engineer (ETL/Power BI/SQL),"Bengaluru, Karnataka, India",via Ai-Jobs.net,Full-time,0,India,2/7/2023,0,0,India,year,147500,,Visa,"['sql', 'python', 'powershell', 'sql server', 'azure', 'snowflake', 'hadoop', 'spark', 'power bi', 'dax', 'github']"
Data Analyst,Admin & Data Analyst,United Kingdom,via Ai-Jobs.net,Full-time,0,United Kingdom,2/10/2023,0,0,United Kingdom,year,51014,,Catch22,"['excel', 'word', 'outlook']"
Data Scientist,Federal - Data Scientist,"Rockville, MD",via Federal Government Jobs,Full-time,0,Georgia,2/8/2023,0,0,United States,year,112104.5,,Nuclear Regulatory Commission,
Data Scientist,Unit Data Specialist,"Fort Bragg, NC",via Ai-Jobs.net,Full-time,0,"New York, United States",2/22/2023,1,1,United States,year,109500,,Paragon Cyber Solutions,
Software Engineer,Performance Analyst,"Amarillo, TX",via LinkedIn,Full-time,0,Sudan,2/16/2023,0,1,Sudan,year,93000,,Pantex Plant,"['python', 'sap', 'excel', 'tableau', 'flow']"
Business Analyst,"Business Strategy Analyst Lead (San Antonio, TX)","San Antonio, TX",via Built In,Full-time,0,"Texas, United States",2/14/2023,0,1,United States,year,167755,,USAA,"['r', 'python', 'phoenix', 'excel', 'tableau']"
Senior Data Analyst,Senior Data Analyst,Dubai - United Arab Emirates,via Ai-Jobs.net,Full-time,0,United Arab Emirates,2/9/2023,0,0,United Arab Emirates,year,98500,,CAFU,['sql']
Data Scientist,Data Scientist – Driving automation and energy,"Lemont, IL",via Ladders,Full-time,0,"Illinois, United States",2/9/2023,0,0,United States,year,90000,,Argonne National Laboratory,"['python', 'react', 'tableau']"
Data Engineer,Lead Data Analytics Engineer,"London, UK",via Ai-Jobs.net,Full-time,0,United Kingdom,2/14/2023,1,0,United Kingdom,year,139216,,Copper.co,"['sql', 'python', 'r', 'snowflake', 'bigquery', 'redshift', 'hadoop', 'spark', 'kafka', 'airflow', 'github']"
Senior Data Scientist,Senior Data Scientist - Delivery Technology (Remote),Anywhere,via Built In San Francisco,Full-time,1,"California, United States",2/16/2023,0,1,United States,year,201669,,Gopuff,"['python', 'sql', 'snowflake', 'databricks', 'azure', 'looker', 'tableau']"
Data Scientist,Data Scientist,Anywhere,via LinkedIn,Contractor,1,"Illinois, United States",2/23/2023,0,1,United States,hour,,62.84000015,Eliassen Group,"['python', 'r', 'sql', 'sql server', 'azure', 'dplyr', 'tidyverse', 'plotly', 'ggplot2', 'power bi']"
Data Engineer,Data Engineer (Gojoko Technologies),"Noida, Uttar Pradesh, India",via Ai-Jobs.net,Full-time,0,India,2/28/2023,0,0,India,year,96773,,Amplifi Capital,"['sql', 'python', 'mongodb', 'mongodb', 'neo4j', 'aws', 'snowflake', 'redshift', 'pandas', 'pyspark', 'kafka', 'hadoop']"
Senior Data Analyst,Senior Data Analyst,"Palo Alto, CA",via Ladders,Full-time,0,"California, United States",2/19/2023,0,0,United States,year,125000,,Branch,"['sql', 'python', 'r', 'looker', 'tableau']"
Data Engineer,Data Engineer (SQL server) (6 Months Contract),"Toronto, ON, Canada",via Ai-Jobs.net,Part-time,0,Canada,2/4/2023,0,0,Canada,year,133000,,Informa Group Plc.,"['sql', 't-sql', 'go', 'sql server']"
Business Analyst,"Reporting Analyst II (Greater LA Area, CA)","Agoura Hills, CA",via Built In LA,Full-time,0,"California, United States",2/3/2023,0,1,United States,year,74750,,Pennymac,"['sql', 'snowflake', 'excel', 'powerpoint', 'word']"
Senior Data Analyst,Senior Data Analyst,"College Park, MD",via Dice,Full-time,0,"New York, United States",2/7/2023,0,0,United States,year,111420,,University of Maryland,"['python', 'pandas', 'numpy', 'seaborn']"
Data Analyst,Sr. Research Data Analyst,"Rensselaer, NY",via Indeed,Full-time,0,"New York, United States",2/17/2023,1,0,United States,year,82500,,Healthcare Association of New York State,['sql']
Machine Learning Engineer,AI Solution Architect (Pre-Sales),"Bengaluru, Karnataka, India",via Ai-Jobs.net,Full-time,0,India,2/2/2023,0,0,India,year,79200,,C3.ai,"['nosql', 'javascript', 'python', 'aws', 'azure', 'databricks', 'hadoop', 'datarobot', 'kubernetes']"
Senior Data Analyst,"Sr. Specialist, Management Data Analyst","Pomona, CA",via Tarta.ai,Full-time,0,"California, United States",2/27/2023,0,1,United States,year,125000,,"Hill International, Inc.","['sas', 'sas', 'sql', 'oracle', 'sap']"
Data Scientist,Data Scientist,Anywhere,via Indeed,Full-time,1,Sudan,2/7/2023,0,0,Sudan,year,100728.5781,,Padgett Advance Technologies Inc.,"['python', 'r', 'sql', 'hadoop', 'spark', 'alteryx']"
Senior Data Engineer,Senior Data Engineer,Singapore,via Ai-Jobs.net,Full-time,0,Singapore,2/8/2023,0,0,Singapore,year,147500,,Airwallex,"['kotlin', 'java', 'scala', 'python', 'sql', 'spring']"
Data Scientist,People Analytics Data Scientist,Anywhere,via Indeed,Full-time,1,"Illinois, United States",2/16/2023,0,1,United States,year,116604,,General Motors,"['r', 'python', 'sql', 'power bi']"
Data Analyst,Fixed Income Data Analyst,Anywhere,via ZipRecruiter,Full-time,1,"Texas, United States",2/24/2023,0,0,United States,hour,,47,Kellton Tech Solutions Limited,['excel']
Data Scientist,USA - Data Scientist Architect,"Cambridge, MA",via Dice,Contractor,0,"New York, United States",2/20/2023,0,0,United States,hour,,90,"Sunrise Systems, Inc.","['sql', 'python', 'scala', 'aws', 'redshift', 'databricks', 'hadoop', 'spark', 'pyspark', 'qlik', 'tableau', 'power bi', 'jira']"
Data Analyst,Logistics Data Analyst,"Fort Worth, TX",via Indeed,Full-time,0,"Texas, United States",2/17/2023,0,1,United States,year,60000,,Spartan 5S Solutions,
Data Analyst,Data Analyst - Financing BI CIB,"Porto, Portugal",via Ai-Jobs.net,Full-time,0,Portugal,2/3/2023,1,0,Portugal,year,51014,,Natixis in Portugal,"['go', 'excel', 'cognos', 'power bi']"
Senior Data Engineer,Senior Data Architect,"New York, NY",via Ai-Jobs.net,Full-time,0,"New York, United States",2/24/2023,0,0,United States,year,163782,,PerunHR,"['nosql', 'sql', 'aws', 'azure', 'hadoop']"
Data Analyst,Data Model Manager,"Berlin, Germany",via Ai-Jobs.net,Full-time,0,Germany,2/4/2023,0,0,Germany,year,89100,,AVIV Group,
Senior Data Engineer,Senior Data Engineer - Enterprise Data Engineering,"Dateland, AZ",via WJHL Jobs,Full-time,0,"Florida, United States",2/23/2023,0,0,United States,year,135000,,Citizens,"['java', 'scala', 'python', 'sql', 'aws', 'spark', 'kafka']"
Senior Data Scientist,Senior Data Scientist,"Johnston, RI",via WOWKtv Jobs,Full-time,0,"New York, United States",2/23/2023,0,0,United States,year,95000,,Citizens,"['sql', 'python', 'r', 'tensorflow', 'pytorch', 'keras', 'pandas', 'numpy']"
Senior Data Engineer,Senior Data Engineer,"Bethesda, MD",via ZipRecruiter,Full-time,0,Georgia,2/17/2023,0,0,United States,year,137458,,TheResumeReview.com,"['nosql', 'python', 'java', 'aws', 'redshift', 'snowflake', 'kafka', 'qlik', 'kubernetes']"
Data Analyst,Data Analyst/Administrative Assistant,"Boston, MA",via Indeed,Full-time,0,"New York, United States",2/22/2023,0,1,United States,year,52500,,"Tuba Group, Inc.","['word', 'spreadsheet']"
Data Analyst,SQL Data Analyst,"Austin, TX",via Dice,Contractor,0,"Texas, United States",2/7/2023,1,0,United States,hour,,52.5,"ArnAmy, Inc.","['sql', 'python', 'sql server', 'db2', 'oracle', 'ssrs', 'ssis', 'word', 'excel', 'powerpoint', 'outlook']"
Data Analyst,Data Architect (TS/SCI clearance),"Wright-Patterson AFB, OH",via Ai-Jobs.net,Full-time,0,Georgia,2/16/2023,0,0,United States,year,165000,,Riverside Research,
Data Engineer,Data Engineer,"Austin, TX",via Indeed,Full-time,0,"New York, United States",2/16/2023,1,0,United States,year,125000,,Teamware Solutions (quantum leap consulting).,"['python', 'scala', 'java', 'snowflake', 'aws', 'azure', 'spark', 'kubernetes']"
Data Engineer,Snr Data Engineer,Anywhere,via LinkedIn,Full-time,1,Sudan,2/20/2023,0,0,Sudan,year,152500,,X4 Life Sciences,"['python', 'sql', 'aws', 'pandas']"
Senior Data Scientist,"Senior Data Scientist, ML Platform",Anywhere,via Indeed,Full-time,1,Sudan,2/23/2023,0,1,Sudan,year,135000,,CVS Health,"['python', 'sql', 'gcp', 'aws', 'azure', 'airflow', 'scikit-learn', 'tensorflow', 'pytorch', 'git']"
Data Analyst,"Analyst, of Data Analytics","Addison, TX",via LinkedIn,Contractor,0,"Texas, United States",2/6/2023,0,0,United States,hour,,35,The Intersect Group,"['sql', 'r', 'sas', 'sas', 'python', 'power bi', 'word', 'excel', 'visio']"
Data Analyst,Lead Research Data Analyst,"Stanford, CA",via Adzuna,Full-time,0,"California, United States",2/13/2023,0,1,United States,year,110000,,Stanford University,['tableau']
Business Analyst,Analyst,"Atlanta, GA",via LinkedIn,Full-time,0,Georgia,2/27/2023,0,1,United States,year,150000,,CRG Search,"['sheets', 'flow']"
Senior Data Analyst,Senior Data Analyst,,via LinkedIn,Full-time,0,"New York, United States",2/5/2023,1,0,United States,year,135000,,a2c IT Consulting,"['sql', 'visio', 'excel']"
Data Scientist,Junior Data Scientist,"Washington, DC",via Ai-Jobs.net,Full-time,0,Georgia,2/20/2023,0,1,United States,year,69962.5,,ENS Solutions,['splunk']
Senior Data Analyst,Senior Data Analyst,"Delray Beach, FL",via LinkedIn,Full-time,0,"Florida, United States",2/6/2023,0,1,United States,year,87500,,Fusion Business Solutions (P) Limited,['power bi']
Data Engineer,Data Engineer,"New York, NY",via Dice,Contractor,0,"Florida, United States",2/22/2023,1,0,United States,year,90000,,Infrapod Technologies,"['sql', 'python']"
Data Scientist,TS/SCI Data Scientist,"Tampa, FL",via LinkedIn,Full-time,0,"Florida, United States",2/6/2023,0,0,United States,hour,,70,Insight Global,"['r', 'python', 'c++', 'sql']"
Data Analyst,Entry level Data Analyst,"New York, NY",via LinkedIn,Contractor,0,"New York, United States",2/10/2023,0,0,United States,hour,,21.5,ApTask,
Senior Data Engineer,Senior Data Engineer (R-13771),"Jacksonville, FL",via Ai-Jobs.net,Full-time,0,"Florida, United States",2/28/2023,0,1,United States,year,147500,,Dun & Bradstreet,"['sql', 'python', 'shell', 'aws', 'snowflake', 'spark', 'pyspark']"
Data Engineer,Application and Research Engineer for Semiconductor (m/f/d),"Wegberg, Germany",via Ai-Jobs.net,Full-time,0,Germany,2/3/2023,0,0,Germany,year,200000,,DENSO,
Senior Data Engineer,"Senior Engineer, Data Analytics",Malaysia,via Ai-Jobs.net,Full-time,0,Malaysia,2/10/2023,0,0,Malaysia,year,79200,,Western Digital,"['python', 'c#', 'sql', 'assembly']"
Data Scientist,Data Scientist I,"Toronto, OH",via Ladders,Full-time,0,Georgia,2/3/2023,0,0,United States,year,90000,,TD Bank,['go']
Data Scientist,Data Lead,"London, UK",via Ai-Jobs.net,Full-time,0,United Kingdom,2/17/2023,0,0,United Kingdom,year,72900,,BridgeU,"['go', 'sql', 'python', 'mongodb', 'mongodb', 'postgresql', 'gcp', 'aws', 'tableau']"
Data Engineer,Staff Data Engineer,"Austin, TX",via Ladders,Full-time,0,"Texas, United States",2/15/2023,0,0,United States,year,200000,,Integral Ad Science,"['java', 'scala', 'python', 'assembly', 'sql', 'aws', 'redshift', 'snowflake', 'azure', 'gcp', 'hadoop', 'kafka', 'spark', 'airflow']"
Data Engineer,Data Engineer,"New York, NY",via Ladders,Full-time,0,"Texas, United States",2/26/2023,0,0,United States,year,115000,,Northwell Health,"['nosql', 'java', 'python', 'sql', 'r', 'shell', 'hadoop', 'spark']"
Data Scientist,Data Scientist,"Irving, TX",via TEKsystems Careers,Full-time,0,"Texas, United States",2/15/2023,0,0,United States,hour,,60,TEKsystems,"['sql', 'sas', 'sas']"
Senior Data Scientist,Senior Data Scientist - Audit Quality & Risk Department,"Midrand, South Africa",via Ai-Jobs.net,Full-time,0,South Africa,2/10/2023,0,0,South Africa,year,157500,,Deloitte,"['go', 'sql']"
Data Analyst,"Data Analyst, Mortgage Enforcement Unit, Remote Opportunity",Anywhere,via Idealist,Full-time,1,"New York, United States",2/3/2023,0,1,United States,year,81047,,New York State Office of the Attorney General,"['r', 'excel']"
Data Engineer,Sr. Data Engineer,"Bengaluru, Karnataka, India",via Ai-Jobs.net,Full-time,0,India,2/28/2023,0,0,India,year,147500,,Databricks,"['python', 'scala', 'sql', 'databricks', 'hadoop', 'spark', 'kafka', 'tableau', 'looker', 'excel', 'unify']"
Senior Data Engineer,Senior Big Data Engineer,Anywhere,via LinkedIn,Full-time,1,"Illinois, United States",2/22/2023,0,1,United States,year,115000,,Allstate,"['java', 'python', 'perl', 'scala', 'sql', 'hadoop', 'spark', 'kubernetes', 'jenkins', 'git']"
Senior Data Scientist,Senior Data Scientist,"Alpharetta, GA",via Dice,Full-time,0,Georgia,2/17/2023,0,0,United States,year,110000,,Tangent Services Corporation,"['sql', 'nosql', 'python', 'r', 'aws', 'azure', 'hadoop', 'spark']"
Senior Data Scientist,Senior Data Scientist,"Dallas, TX",via LinkedIn,Full-time,0,"Texas, United States",2/7/2023,0,0,United States,year,120000,,Analytic Recruiting Inc.,"['sas', 'sas', 'python', 'sql']"
Data Engineer,Data Engineer,"Plano, TX",via LinkedIn,Contractor,0,Georgia,2/24/2023,0,0,United States,hour,,57.5,New Millenium Consulting,"['python', 'matlab', 'javascript', 'sql', 'r', 'aws', 'jupyter', 'excel', 'powerpoint', 'tableau', 'smartsheet']"
Data Analyst,Data Analyst - Privacy Program,"Redwood City, CA",via Indeed,Full-time,0,"California, United States",2/20/2023,0,0,United States,hour,,33,Jobility,
Data Scientist,Staff Data Scientist,"San Francisco, CA",via Ai-Jobs.net,Full-time,0,"California, United States",2/27/2023,0,1,United States,year,99150,,Databricks,"['scala', 'python', 'r', 'sql', 'databricks', 'spark', 'excel', 'unify']"
Data Engineer,Big Data Engineer - Java / Python - Cornerstone Data Capabilities,"New York, NY",via LinkedIn,Full-time,0,"Texas, United States",2/11/2023,0,0,United States,year,117500,,American Express,"['java', 'shell', 'python', 'r', 'mysql', 'spring', 'hadoop', 'spark', 'kafka', 'express', 'unix', 'jenkins']"
Data Engineer,"Manager, DSI Data Engineering","Little Rock, AR",via Ai-Jobs.net,Full-time,0,Sudan,2/24/2023,0,0,Sudan,year,126000,,Avery Dennison,"['c', 'sql', 'python', 'java', 'r', 'databricks', 'spark', 'hadoop']"
Data Scientist,Data Scientist DevOps 🏆,"Chicago, IL",via DevITjobs,Full-time,0,"Illinois, United States",2/2/2023,0,0,United States,year,110000,,Cohesion,"['python', 'r', 'sql', 'nosql', 'databricks', 'alteryx']"
Data Analyst,Pharmacy Data Analyst - FT/Days (8hr) - Long Beach,"Long Beach, CA",via ZipRecruiter,Full-time,0,"California, United States",2/25/2023,0,1,United States,hour,,34.5,Long Beach Memorial Medical Center,"['windows', 'word', 'excel', 'powerpoint']"
Data Scientist,Data Scientist,,via LinkedIn,Full-time,0,"New York, United States",2/28/2023,0,0,United States,year,137500,,Recruiting from Scratch,"['sql', 'pandas', 'numpy', 'tidyverse', 'git']"
Senior Data Scientist,Senior Data Scientist,"Mountain View, CA",via Ladders,Full-time,0,"California, United States",2/27/2023,0,1,United States,year,200000,,Waymo,"['python', 'r']"
Data Analyst,Junior Data Analyst,"Sarasota, FL",via Which Adviser,Full-time,0,"Florida, United States",2/17/2023,1,1,United States,year,51500,,Informa Connect,['go']
Senior Data Scientist,Senior Data Scientist,"Dallas, TX",via LinkedIn,Full-time,0,Sudan,2/23/2023,0,0,Sudan,year,193500,,MATRIX Resources,"['python', 'sql', 'aws', 'pyspark', 'jira']"
